# Package list from WSL host system (Ubuntu)
# Generated: 2026年 08月 28日 星期五 23:16:27 CST
# Total packages: 1105

Package                                  Version              Architecture
libtss2-tctildr0                         3.2.1-3              amd64
libtwolame0                              3.2.1-3              amd64
libubsan1                                0.4.0-2              amd64
libuchardet0                             12.2.0-14+deb12u1    amd64
libudev1                                 0.0.7-1              amd64
libudfread0                              252.39-1~deb12u2     amd64
libudisks2-0                             1.1.2-1              amd64
libunbound8                              2.9.4-4+deb12u2      amd64
libunistring2                            1.17.1-2+deb12u4     amd64
libunwind8                               1.0-2                amd64
libupnp13                                1.6.2-3              amd64
libupower-glib3                          1:1.8.4-2            amd64
liburcu8                                 0.99.20-2            amd64
liburi-perl                              0.13.2-1             amd64
libusb-1.0-0                             5.17-1               all
libusbmuxd6                              2:1.0.26-1           amd64
libutempter0                             2.0.2-3              amd64
libuuid1                                 1.2.1-3              amd64
libuv1                                   2.38.1-5+deb12u3     amd64
libva-drm2                               1.44.2-1+deb12u1     amd64
libva-wayland2                           2.17.0-1             amd64
libva-x11-2                              2.17.0-1             amd64
libva2                                   2.17.0-1             amd64
libvdpau-va-gl1                          2.17.0-1             amd64
libvdpau1                                0.4.2-1+b1           amd64
libvidstab1.1                            1.5-2                amd64
libvisual-0.4-0                          1.1.0-2+b1           amd64
libvlc-bin                               0.4.0-19             amd64
libvlc5                                  3.0.23-0+deb12u1     amd64
libvlccore9                              3.0.23-0+deb12u1     amd64
libvoikko1                               3.0.23-0+deb12u1     amd64
libvolume-key1                           4.3.1-1+b1           amd64
libvorbis0a                              0.3.12-5+b1          amd64
libvorbisenc2                            1.3.7-1              amd64
libvorbisfile3                           1.3.7-1              amd64
libvpx7                                  1.3.7-1              amd64
libvulkan1                               1.12.0-1+deb12u5     amd64
libwacom-common                          1.3.239.0-1          amd64
libwacom9                                2.6.0-1              all
libwayland-client0                       2.6.0-1              amd64
libwayland-cursor0                       1.21.0-1             amd64
libwayland-egl1                          1.21.0-1             amd64
libwayland-server0                       1.21.0-1             amd64
libwbclient0                             1.21.0-1             amd64
libweather-ion7                          2:4.17.12+dfsg-0+deb12u4 amd64
libwebp7                                 4:5.27.5-2+deb12u2   amd64
libwebpdemux2                            1.2.4-0.2+deb12u1    amd64
libwebpmux3                              1.2.4-0.2+deb12u1    amd64
libwebrtc-audio-processing1              1.2.4-0.2+deb12u1    amd64
libwireplumber-0.4-0                     0.3-1+b1             amd64
libwmflite-0.2-7                         0.4.13-1             amd64
libwrap0                                 0.2.12-5.1           amd64
libwww-perl                              7.6.q-32             amd64
libwww-robotrules-perl                   6.68-1               all
libx11-6                                 6.02-1               all
libx11-data                              2:1.8.4-2+deb12u2    amd64
libx11-protocol-perl                     2:1.8.4-2+deb12u2    all
libx11-xcb1                              0.56-9               all
libx264-164                              2:1.8.4-2+deb12u2    amd64
libx265-199                              2:0.164.3095+gitbaee400-3 amd64
libxapian30                              3.5-2+b1             amd64
libxatracker2                            1.4.22-1             amd64
libxau6                                  22.3.6-1+deb12u2     amd64
libxaw7                                  1:1.0.9-1            amd64
libxcb-composite0                        2:1.0.14-1           amd64
libxcb-cursor0                           1.15-1               amd64
libxcb-damage0                           0.1.4-1              amd64
libxcb-dpms0                             1.15-1               amd64
libxcb-dri2-0                            1.15-1               amd64
libxcb-dri3-0                            1.15-1               amd64
libxcb-glx0                              1.15-1               amd64
libxcb-icccm4                            1.15-1               amd64
libxcb-image0                            0.4.1-1.1            amd64
libxcb-keysyms1                          0.4.0-2              amd64
libxcb-present0                          0.4.0-1+b2           amd64
libxcb-randr0                            1.15-1               amd64
libxcb-record0                           1.15-1               amd64
libxcb-render-util0                      1.15-1               amd64
libxcb-render0                           0.3.9-1+b1           amd64
libxcb-res0                              1.15-1               amd64
libxcb-shape0                            1.15-1               amd64
libxcb-shm0                              1.15-1               amd64
libxcb-sync1                             1.15-1               amd64
libxcb-util1                             1.15-1               amd64
libxcb-xfixes0                           0.4.0-1+b1           amd64
libxcb-xinerama0                         1.15-1               amd64
libxcb-xinput0                           1.15-1               amd64
libxcb-xkb1                              1.15-1               amd64
libxcb-xv0                               1.15-1               amd64
libxcb1                                  1.15-1               amd64
libxcomposite1                           1.15-1               amd64
libxcursor1                              1:0.4.5-1            amd64
libxcvt0                                 1:1.2.1-1            amd64
libxdamage1                              0.1.2-1              amd64
libxdgutilsbasedir1.0.1                  1:1.1.6-1            amd64
libxdgutilsdesktopentry1.0.1             1.0.1-3.1            amd64
libxdmcp6                                1.0.1-3.1            amd64
libxext6                                 1:1.1.2-3            amd64
libxfixes3                               2:1.3.4-1+b1         amd64
libxfont2                                1:6.0.0-2            amd64
libxft2                                  1:2.0.6-1+deb12u1    amd64
libxi6                                   2.3.6-1              amd64
libxinerama1                             2:1.8-1+b1           amd64
libxkbcommon-x11-0                       2:1.1.4-3            amd64
libxkbcommon0                            1.5.0-1              amd64
libxkbfile1                              1.5.0-1              amd64
libxml-parser-perl                       1:1.1.0-1            amd64
libxml-twig-perl                         2.46-4+deb12u1       amd64
libxml-xpathengine-perl                  1:3.52-2             all
libxml2                                  0.14-2               all
libxml2-utils                            2.9.14+dfsg-1.3~deb12u6 amd64
libxmlb2                                 2.9.14+dfsg-1.3~deb12u6 amd64
libxmlsec1                               0.3.22-1~deb12u1     amd64
libxmlsec1-openssl                       1.2.37-2             amd64
libxmu6                                  1.2.37-2             amd64
libxmuu1                                 2:1.1.3-3            amd64
libxpm4                                  2:1.1.3-3            amd64
libxrandr2                               1:3.5.12-1.1+deb12u1 amd64
libxrender1                              2:1.5.2-2+b1         amd64
libxres1                                 1:0.9.10-1.1         amd64
libxshmfence1                            2:1.2.1-1            amd64
libxslt1.1                               1.3-1                amd64
libxss1                                  1.1.35-1+deb12u4     amd64
libxt6                                   1:1.2.3-1            amd64
libxtables12                             1:1.2.1-1.1          amd64
libxtst6                                 1.8.9-2              amd64
libxv1                                   2:1.2.3-1.1          amd64
libxvidcore4                             2:1.0.11-1.1         amd64
libxvmc1                                 2:1.3.7-1            amd64
libxxf86dga1                             2:1.0.12-2           amd64
libxxf86vm1                              2:1.1.5-1            amd64
libxxhash0                               1:1.1.4-1+b2         amd64
libyaml-0-2                              0.8.1-1              amd64
libyuv0                                  0.2.5-1              amd64
libz3-4                                  0.0~git20230123.b2528b0-1 amd64
libzimg2                                 4.8.12-3.1           amd64
libzip4                                  3.0.4+ds1-1          amd64
libzmq5                                  1.7.3-1+b1           amd64
libzstd1                                 4.3.4-6              amd64
libzvbi-common                           1.5.4+dfsg2-5        amd64
libzvbi0                                 0.2.41-1+deb12u1     all
libzxing2                                0.2.41-1+deb12u1     amd64
linux-base                               1.4.0-3+b1           amd64
linux-libc-dev                           4.12.1~deb12u1       all
locales                                  6.1.180-1            amd64
login                                    2.36-9+deb12u14      all
logrotate                                1:4.13+dfsg1-1+deb12u2 amd64
logsave                                  3.21.0-1             amd64
lsb-release                              1.47.0-2+b2          amd64
lsof                                     12.0-1               all
lvm2                                     4.95.0-1             amd64
make                                     2.03.16-2            amd64
man-db                                   4.3-4.1              amd64
manpages                                 2.11.2-2             amd64
manpages-dev                             6.03-2               all
mawk                                     6.03-2               all
mdadm                                    1.3.4.20200120-3.1   amd64
media-player-info                        4.2-5                amd64
media-types                              24-2                 all
mesa-va-drivers                          10.0.0               all
mesa-vdpau-drivers                       22.3.6-1+deb12u2     amd64
mesa-vulkan-drivers                      22.3.6-1+deb12u2     amd64
milou                                    22.3.6-1+deb12u2     amd64
mobile-broadband-provider-info           4:5.27.5-2           amd64
modemmanager                             20230416-1           all
mount                                    1.20.4-1             amd64
nano                                     2.38.1-5+deb12u3     amd64
ncurses-base                             7.2-1+deb12u1        amd64
ncurses-bin                              6.4-4                all
ncurses-term                             6.4-4                amd64
neofetch                                 6.4-4                all
net-tools                                7.1.0-4              all
netbase                                  2.10-0.1+deb12u2     amd64
netcat-openbsd                           6.4                  all
netpbm                                   1.219-1              amd64
network-manager                          2:11.01.00-2         amd64
nftables                                 1.42.4-1+deb12u1     amd64
ntfs-3g                                  1.0.6-2+deb12u2      amd64
ocl-icd-libopencl1                       1:2022.10.3-1+deb12u3 amd64
openssh-client                           2.3.1-1              amd64
openssh-server                           1:9.2p1-2+deb12u10   amd64
openssh-sftp-server                      1:9.2p1-2+deb12u10   amd64
openssl                                  1:9.2p1-2+deb12u10   amd64
oxygen-sounds                            3.0.20-1~deb12u2     amd64
packagekit                               4:5.27.5-2           all
packagekit-tools                         1.2.6-5+deb12u1      amd64
par2                                     1.2.6-5+deb12u1      amd64
parted                                   0.8.1-3              amd64
partitionmanager                         3.5-3                amd64
passwd                                   22.12.3-1            amd64
patch                                    1:4.13+dfsg1-1+deb12u2 amd64
pci.ids                                  2.7.6-7              amd64
pciutils                                 0.0~2023.04.11-1     all
perl                                     1:3.9.0-4            amd64
perl-base                                5.36.0-7+deb12u3     amd64
perl-modules-5.36                        5.36.0-7+deb12u3     amd64
perl-openssl-defaults                    5.36.0-7+deb12u3     all
phonon4qt5                               7+b1                 amd64
phonon4qt5-backend-vlc                   4:4.11.1-4           amd64
pinentry-curses                          0.11.3-1             amd64
pipewire                                 1.2.1-1              amd64
pipewire-alsa                            0.3.65-3+deb12u1     amd64
pipewire-bin                             0.3.65-3+deb12u1     amd64
pipewire-pulse                           0.3.65-3+deb12u1     amd64
pkg-config                               0.3.65-3+deb12u1     amd64
pkgconf                                  1.8.1-1              amd64
pkgconf-bin                              1.8.1-1              amd64
plasma-browser-integration               1.8.1-1              amd64
plasma-desktop                           5.27.5-2             amd64
plasma-desktop-data                      4:5.27.5-2           amd64
plasma-discover                          4:5.27.5-2           all
plasma-discover-backend-fwupd            5.27.5-2+deb12u1     amd64
plasma-discover-common                   5.27.5-2+deb12u1     amd64
plasma-disks                             5.27.5-2+deb12u1     all
plasma-framework                         5.27.5-2             amd64
plasma-integration                       5.103.0-1+deb12u1    amd64
plasma-nm                                5.27.5-2             amd64
plasma-pa                                4:5.27.5-2           amd64
plasma-systemmonitor                     4:5.27.5-2           amd64
plasma-thunderbolt                       5.27.5-2             amd64
plasma-vault                             5.27.5-2             amd64
plasma-workspace                         5.27.5-2             amd64
plasma-workspace-data                    4:5.27.5-2+deb12u2   amd64
plasma-workspace-wayland                 4:5.27.5-2+deb12u2   all
pocketsphinx-en-us                       22.02.122-3          amd64
polkit-kde-agent-1                       0.8+5prealpha+1-15   all
polkitd                                  4:5.27.5-2           amd64
poppler-data                             122-3                amd64
powerdevil                               0.4.12-1             all
powerdevil-data                          4:5.27.5-2           amd64
ppp                                      4:5.27.5-2           all
procps                                   2.4.9-1+1.1+b1       amd64
psmisc                                   2:4.0.2-3            amd64
publicsuffix                             23.6-1               amd64
pulseaudio-utils                         16.1+dfsg1-2+b1      amd64
python-apt-common                        16.1+dfsg1-2+b1      amd64
python3                                  2.6.0                all
python3-apt                              3.11.2-1+b1          amd64
python3-blinker                          2.6.0                amd64
python3-cffi-backend                     1.5-1                all
python3-cryptography                     1.15.1-5+b1          amd64
python3-dbus                             38.0.4-3+deb12u1     amd64
python3-dev                              1.3.2-4+b1           amd64
python3-distro                           3.11.2-1+b1          amd64
python3-distutils                        1.8.0-1              all
python3-fuse                             3.11.2-3             all
python3-gi                               2:1.0.5-1+b3         amd64
python3-httplib2                         3.42.2-3+b1          amd64
python3-jwt                              0.20.4-3+deb12u1     all
python3-lazr.restfulclient               2.6.0-1+deb12u1      all
python3-lazr.uri                         0.14.5-1             all
python3-lib2to3                          1.0.6-3              all
python3-minimal                          3.11.2-3             all
python3-oauthlib                         3.11.2-1+b1          amd64
python3-pkg-resources                    3.2.2-1              all
python3-pylibacl                         66.1.1-1+deb12u2     all
python3-pyparsing                        0.7.0-2              amd64
python3-pyqt5                            3.0.9-1              all
python3-pyqt5.sip                        5.15.9+dfsg-1        amd64
python3-pyxattr                          12.11.1-1            amd64
python3-six                              0.8.1-1              amd64
python3-software-properties              1.16.0-4             all
python3-tornado                          0.99.30-4.1~deb12u1  all
python3-wadllib                          6.2.0-3+deb12u4      amd64
python3.11                               1.3.6-4              all
python3.11-dev                           3.11.2-6+deb12u8     amd64
python3.11-minimal                       3.11.2-6+deb12u8     amd64
qdbus-qt5                                3.11.2-6+deb12u8     amd64
qml-module-gsettings1.0                  5.15.8-2             amd64
qml-module-org-kde-activities            0.2-5                amd64
qml-module-org-kde-bluezqt               5.103.0-1            amd64
qml-module-org-kde-draganddrop           5.103.0-1            amd64
qml-module-org-kde-kcm                   5.103.0-1            amd64
qml-module-org-kde-kcmutils              5.103.0-1            amd64
qml-module-org-kde-kconfig               5.103.0-3            amd64
qml-module-org-kde-kcoreaddons           5.103.0-1            amd64
qml-module-org-kde-kholidays             5.103.0-1            amd64
qml-module-org-kde-kio                   1:5.103.0-1          amd64
qml-module-org-kde-kirigami2             5.103.0-1            amd64
qml-module-org-kde-kitemmodels           5.103.0-1            amd64
qml-module-org-kde-kquickcontrols        5.103.0-1            amd64
qml-module-org-kde-kquickcontrolsaddons  5.103.0-1            amd64
qml-module-org-kde-ksysguard             5.103.0-1            amd64
qml-module-org-kde-kwindowsystem         4:5.27.5-2           amd64
qml-module-org-kde-newstuff              5.103.0-1            amd64
qml-module-org-kde-people                5.103.0-1            amd64
qml-module-org-kde-pipewire              5.103.0-1            amd64
qml-module-org-kde-prison                5.27.5-3             amd64
qml-module-org-kde-purpose               5.103.0-1            amd64
qml-module-org-kde-qqc2desktopstyle      5.103.0-1            amd64
qml-module-org-kde-quickcharts           5.103.0-1            amd64
qml-module-org-kde-runnermodel           5.103.0-1            amd64
qml-module-org-kde-solid                 5.103.0-1            amd64
qml-module-org-kde-sonnet                5.103.0-1            amd64
qml-module-org-kde-syntaxhighlighting    5.103.0-1            amd64
qml-module-org-kde-userfeedback          5.103.0-3            amd64
qml-module-qt-labs-folderlistmodel       1.2.0-2              amd64
qml-module-qt-labs-platform              5.15.8+dfsg-3        amd64
qml-module-qt-labs-qmlmodels             5.15.8+dfsg-2        amd64
qml-module-qt-labs-settings              5.15.8+dfsg-3        amd64
qml-module-qtgraphicaleffects            5.15.8+dfsg-3        amd64
qml-module-qtmultimedia                  5.15.8-2             amd64
qml-module-qtqml                         5.15.8-2             amd64
qml-module-qtqml-models2                 5.15.8+dfsg-3        amd64
qml-module-qtquick-controls              5.15.8+dfsg-3        amd64
qml-module-qtquick-controls2             5.15.8-2             amd64
qml-module-qtquick-dialogs               5.15.8+dfsg-2        amd64
qml-module-qtquick-layouts               5.15.8-2             amd64
qml-module-qtquick-particles2            5.15.8+dfsg-3        amd64
qml-module-qtquick-privatewidgets        5.15.8+dfsg-3        amd64
qml-module-qtquick-shapes                5.15.8-2             amd64
qml-module-qtquick-templates2            5.15.8+dfsg-3        amd64
qml-module-qtquick-virtualkeyboard       5.15.8+dfsg-2        amd64
qml-module-qtquick-window2               5.15.8+dfsg-2        amd64
qml-module-qtquick2                      5.15.8+dfsg-3        amd64
qml-module-qtwebengine                   5.15.8+dfsg-3        amd64
qt5-gtk-platformtheme                    5.15.13+dfsg-1~deb12u1 amd64
qt6-gtk-platformtheme                    5.15.8+dfsg-11+deb12u3 amd64
qt6-qpa-plugins                          6.4.2+dfsg-10        amd64
qt6-translations-l10n                    6.4.2+dfsg-10        amd64
qt6-wayland                              6.4.2-1              all
qtchooser                                6.4.2-1              amd64
qtspeech5-speechd-plugin                 66-2                 amd64
qttranslations5-l10n                     5.15.8-2             amd64
qtwayland5                               5.15.8-2             all
readline-common                          5.15.8-2             amd64
rpcsvc-proto                             8.2-1.3              all
rsync                                    1.4.3-1              amd64
rsyslog                                  3.2.7-1+deb12u6      amd64
rtkit                                    8.2302.0-1+deb12u1   amd64
runit-helper                             0.13-5               amd64
samba-libs                               2.15.2               all
screen                                   2:4.17.12+dfsg-0+deb12u4 amd64
sddm                                     4.9.0-4              amd64
sddm-theme-breeze                        0.19.0-5             amd64
sddm-theme-debian-breeze                 4:5.27.5-2+deb12u2   amd64
sed                                      4:5.27.5-2+deb12u2   amd64
sensible-utils                           4.9-1+deb12u1        amd64
sgml-base                                0.0.17+nmu1          all
sgml-data                                1.31                 all
shared-mime-info                         2.0.11+nmu1          all
signon-plugin-oauth2                     2.2-1                amd64
smartmontools                            0.25-2               amd64
socat                                    7.3-1+b1             amd64
software-properties-common               1.7.4.4-2            amd64
software-properties-qt                   0.99.30-4.1~deb12u1  all
sonnet-plugins                           0.99.30-4.1~deb12u1  all
sound-theme-freedesktop                  5.103.0-1            amd64
sshfs                                    0.8-2                all
strace                                   3.7.3-1.2~deb12u1    amd64
sudo                                     6.1-0.1              amd64
systemd                                  1.9.13p3-1+deb12u4   amd64
systemd-coredump                         252.39-1~deb12u2     amd64
systemd-resolved                         252.39-1~deb12u2     amd64
systemd-sysv                             252.39-1~deb12u2     amd64
systemd-timesyncd                        252.39-1~deb12u2     amd64
systemsettings                           252.39-1~deb12u2     amd64
sysvinit-utils                           4:5.27.5-2           amd64
tar                                      3.06-4               amd64
thin-provisioning-tools                  1.34+dfsg-1.2+deb12u1 amd64
time                                     0.9.0-2              amd64
tmux                                     1.3-5                all
toilet                                   3.3a-3               amd64
toilet-fonts                             0.3-1.4              amd64
tpm-udev                                 0.3-1.4              all
tree                                     0.6                  all
tzdata                                   2.1.0-1              amd64
ucf                                      2026b-0+deb12u1      all
udev                                     3.0043+nmu1+deb12u1  all
udisks2                                  252.39-1~deb12u2     amd64
unzip                                    2.9.4-4+deb12u2      amd64
upower                                   6.0-28+deb12u1       amd64
usb-modeswitch                           0.99.20-2            amd64
usb-modeswitch-data                      2.6.1-3+b1           amd64
usb.ids                                  20191128-5           all
usbmuxd                                  2025.07.26-0+deb12u1 all
usbutils                                 1.1.1-2+deb12u1      amd64
usr-is-merged                            1:014-1+deb12u1      amd64
util-linux                               37~deb12u1           all
util-linux-extra                         2.38.1-5+deb12u3     amd64
util-linux-locales                       2.38.1-5+deb12u3     amd64
va-driver-all                            2.38.1-5+deb12u3     all
vdpau-driver-all                         2.17.0-1             amd64
vim-common                               1.5-2                amd64
vim-tiny                                 2:9.0.1378-2+deb12u2 all
vlc-data                                 2:9.0.1378-2+deb12u2 amd64
vlc-plugin-base                          3.0.23-0+deb12u1     all
vlc-plugin-video-output                  3.0.23-0+deb12u1     amd64
w3m                                      3.0.23-0+deb12u1     amd64
w3m-img                                  0.5.3+git20230121-2  amd64
wayland-protocols                        0.5.3+git20230121-2  amd64
wget                                     1.31-1               all
wireless-regdb                           1.21.3-1+deb12u1     amd64
wireplumber                              2026.05.30-1~deb12u1 all
wpasupplicant                            0.4.13-1             amd64
x11-common                               2:2.10-12+deb12u3    amd64
x11-utils                                1:7.7+23             all
x11-xkb-utils                            7.7+5                amd64
x11-xserver-utils                        7.7+7                amd64
xauth                                    7.7+9+b1             amd64
xcvt                                     1:1.1.2-1            amd64
xdg-desktop-portal                       0.1.2-1              amd64
xdg-desktop-portal-gtk                   1.16.0-2             amd64
xdg-desktop-portal-kde                   1.14.1-1             amd64
xdg-user-dirs                            5.27.5-2             amd64
xdg-utils                                0.18-1               amd64
xfonts-base                              1.1.3-4.1            all
xfonts-encodings                         1:1.0.5+nmu1         all
xfonts-utils                             1:1.0.4-2.2          all
xfsprogs                                 1:7.7+6              amd64
xinit                                    6.1.0-1              amd64
xkb-data                                 1.4.0-1              amd64
xml-core                                 2.35.1-1             all
xserver-common                           0.18+nmu1            all
xserver-xorg                             2:21.1.7-3+deb12u13  all
xserver-xorg-core                        1:7.7+23             amd64
xserver-xorg-input-all                   2:21.1.7-3+deb12u13  amd64
xserver-xorg-input-libinput              1:7.7+23             amd64
xserver-xorg-input-wacom                 1.2.1-1+b1           amd64
xserver-xorg-legacy                      1.1.0-1              amd64
xserver-xorg-video-all                   2:21.1.7-3+deb12u13  amd64
xserver-xorg-video-amdgpu                1:7.7+23             amd64
xserver-xorg-video-ati                   23.0.0-1             amd64
xserver-xorg-video-fbdev                 1:19.1.0-3           amd64
xserver-xorg-video-intel                 1:0.5.0-2            amd64
xserver-xorg-video-nouveau               2:2.99.917+git20210115-1 amd64
xserver-xorg-video-qxl                   1:1.0.17-2           amd64
xserver-xorg-video-radeon                0.1.5+git20200331-3  amd64
xserver-xorg-video-vesa                  1:19.1.0-3           amd64
xserver-xorg-video-vmware                1:2.5.0-1+b1         amd64
xsettingsd                               1:13.3.0-3.1+b1      amd64
xwayland                                 1.0.2-1              amd64
xxd                                      2:22.1.9-1           amd64
xz-utils                                 2:9.0.1378-2+deb12u2 amd64
zip                                      5.4.1-1+deb12u1      amd64
zlib1g                                   3.0-13               amd64
zlib1g-dev                               1:1.2.13.dfsg-1      amd64
zstd                                     1:1.2.13.dfsg-1      amd64
